Title,Author,State,District,Date of Challenge/Removal,Ban Status,Initiating Action
And Tango Makes Three,"Richardson, Justin",Florida,Charlotte County Public Schools,August 2023,Banned,Formal Challenge
Hollow City: The Graphic Novel,"Riggs, Ransom",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Miss Peregrine’s Home for Peculiar Children,"Riggs, Ransom",Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
"My Heart is on the Ground: The Diary of Nannie Little Rose, a Sioux Girl","Rinaldi, Ann",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Percy Jackson's Greek Gods,"Riordan, Rick",Florida,Charlotte County Public Schools,April 2024,Banned,Unclear
The Blood of Olympus,"Riordan, Rick",Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The Burning Maze,"Riordan, Rick",Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The Dark Prophecy,"Riordan, Rick",Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The Hidden Oracle,"Riordan, Rick",Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The House of Hades,"Riordan, Rick",Iowa,Alta-Aurelia Community Schools,October 2023,Banned pending investigation,Administration
The Lost Hero,"Riordan, Rick",Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The Mark of Athena,"Riordan, Rick",Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The Serpents Shadow,"Riordan, Rick",Florida,Clay County School District,February 2024,Banned by restriction,Formal Challenge
The Ship of the Dead,"Riordan, Rick",Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The Son of Neptune,"Riordan, Rick",Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The Sword of Summer,"Riordan, Rick",Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The Tower of Nero,"Riordan, Rick",Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
The Tyrant’s Tomb,"Riordan, Rick",Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
Juliet Takes a Breath,"Rivera, Gabby",Florida,Bay District Schools,April 2024,Banned,Formal Challenge
Juliet Takes a Breath: The Graphic Novel,"Rivera, Gabby",Florida,School District of Manatee County,February 2024,Banned,Formal Challenge
Never Look Back,"Rivera, Lilliam",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Education of Margot Sanchez,"Rivera, Lilliam",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Redeeming Love,"Rivers, Francine",Florida,Clay County School District,February 2024,Banned by restriction,Formal Challenge
The Atonement Child,"Rivers, Francine",Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
Gulp: Adventures on the Alimentary Canal,"Roach, Mary",Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
Portrait in Death,"Robb, J. D.",Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Even Cowgirls Get the Blues,"Robbins, Tom",Florida,Collier County Public Schools,October 2023,Banned,Administration
Villa Incognito,"Robbins, Tom",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Birthright,"Roberts, Nora",Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
Divine Evil,"Roberts, Nora",Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Gabriella and Alexander: Two Tales of Palace Intrigue and Royal Romance,"Roberts, Nora",Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Midnight Bayou,"Roberts, Nora",Iowa,WACO Community School District,June 2024,Banned,Administration
Remember When,"Roberts, Nora",Florida,Seminole County Public Schools,April 2024,Banned,Administration
River's End,"Roberts, Nora",Florida,Collier County Public Schools,October 2023,Banned,Administration
Whispers at Midnight,"Roberts, Peggy",Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
Bloodrose: Nightshade Novel,"Robertson, Andrea",Florida,Clay County School District,August 2023,Banned,Formal Challenge
Invisibility,"Robertson, Andrea",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Rise,"Robertson, Andrea",Florida,Clay County School District,January 2024,Banned,Formal Challenge
Snakeroot,"Robertson, Andrea",Florida,Clay County School District,December 2023,Banned pending investigation,Formal Challenge
The Conjurer's Riddle,"Robertson, Andrea",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Inventor's Secret,"Robertson, Andrea",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Wolfsbane,"Robertson, Andrea",Florida,Clay County School District,October 2023,Banned,Formal Challenge
The True and Outstanding Adventures of the Hunt Sisters,"Robinson, Elisabeth",Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
Where We Go From Here,"Rocha, Lucas",Iowa,Alta-Aurelia Community Schools,October 2023,Banned pending investigation,Administration
Billie Jean! How Tennis Star Billie Jean King Changed Women's Sports,"Rockliff, Mara",Florida,St. John's County School District,July 2023,Banned by restriction,Administration
"Love, Penelope: Letters from a Big Sister Who Knows About Life","Rocklin, Joanne",Iowa,Dallas Center-Grimes Community School District,June 2024,Banned pending investigation,Administration
Confronting Stereotypes,"Rodi, Robert",Georgia,Cobb County School District,August 2023,Banned pending investigation,Administration
34 Pieces of You,"Rodrigues, Carmen",Florida,Clay County School District,April 2024,Banned,Formal Challenge
Always Running: La Vida Loca: Gang Days In LA,"Rodriquez, Luis J.",Florida,Clay County School District,July 2023,Banned,Formal Challenge
A List of Cages,"Roe, Robin",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Look,"Romanoff, Zan",Florida,Clay County School District,September 2023,Banned by restriction,Formal Challenge
Normal People,"Rooney, Sally",Florida,Bay District Schools,April 2024,Banned,Formal Challenge
Almost Adulting: All You Need to Know to Get it Together (Sort of),"Rose, Arden",Florida,Clay County School District,September 2023,Banned,Formal Challenge
Megan Rapinoe: Soccer Superstar,"Rose, Rachel",Florida,St. John's County School District,July 2023,Banned,Administration
CAMP,"Rosen, L. C.",Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Jack of Hearts (and other parts),"Rosen, L. C.",Florida,Broward County Public Schools,February 2024,Banned,Administration
Amelia Anne Is Dead and Gone,"Rosenfield, Kat",Florida,Lee County Schools,June 2024,Banned by restriction,Administration
"Dear Girl: A Celebration of Wonderful, Smart, Beautiful You!","Rosenthal, Amy Krouse",Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
Shelly Struggles to Shine,"Rosewater, Kit",Florida,Clay County School District,March 2024,Banned pending investigation,Formal Challenge
How I Live Now,"Rosoff, Meg",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
There Is No Dog,"Rosoff, Meg",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Into the Still Blue,"Rossi, Veronica",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Through the Ever Night,"Rossi, Veronica",Iowa,Nevada Community School District,October 2023,Banned pending investigation,Administration
Under the Never Sky,"Rossi, Veronica",Iowa,Nevada Community School District,October 2023,Banned pending investigation,Administration
Perfidia,"Rossner, Judith",Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Portnoy's Complaint,"Roth, Philip",Florida,Orange County Public Schools,February 2024,Banned,Administration
Allegiant,"Roth, Veronica",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Divergent,"Roth, Veronica",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Insurgent,"Roth, Veronica",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Name of the Wind,"Rothfuss, Patrick",Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
Head Above Water,"Rottman, S.L.",Florida,Collier County Public Schools,October 2023,Banned,Administration
Shadow in the Empire of Light,"Routley, Jane",Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Any Way the Wind Blows,"Rowell, Rainbow",Florida,Santa Rosa County Schools,February 2024,Banned pending investigation,Formal Challenge
Carry On,"Rowell, Rainbow",Florida,Clay County School District,August 2023,Banned pending investigation,Formal Challenge
Eleanor and Park,"Rowell, Rainbow",Florida,Charlotte County Public Schools,August 2023,Banned,Administration
Fangirl,"Rowell, Rainbow",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Wayward Son,"Rowell, Rainbow",Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
The Casual Vacancy,"Rowling, J.K.",Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
Wash Day Diaries,"Rowser, Jamila",Iowa,Urbandale Community School District,June 2024,Banned pending investigation,Administration
The God of Small Things,"Roy, Arundhati",Florida,Escambia County Public Schools,December 2023,Banned pending investigation,Administration
96 Words For Love,"Roy, Rachel",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Introducing Frankenstein Meets the Wolf Man,"Roza, Greg",Texas,North East Independent School District,June 2024,Banned,Administration
Denton Little's Deathdate,"Rubin, Lance",Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
Bone Gap,"Ruby, Laura",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Good Girls,"Ruby, Laura",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
All of Us with Wings,"Ruiz Keil, Michelle",Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
Small Sacrifices: A True Story of Passion and Murder,"Rule, Ann",Maine,Hermon School Department,August 2023,Banned by restriction,Administration
The Stranger Beside Me,"Rule, Ann",Maine,Hermon School Department,August 2023,Banned by restriction,Administration
